"","x"
"275","NUBP1"
"276","CDH5"
"277","BEAN1"
"278","AC132186.1"
"279","CKLF-CMTM1"
"280","CKLF"
"281","TK2"
"282","AC040162.1"
"283","EDC4"
"284","NRN1L"
"285","DUS2"
"286","RP11-67A1.2"
"287","RNU4-30P"
"288","GGT6"
"289","RNU6-955P"
"290","RP11-141J13.5"
"291","AC091153.4"
"292","PELP1"
"293","ARRB2"
"294","RP11-314A20.1"
"295","RP11-314A20.2"
"296","MED11"
"297","RP11-314A20.5"
"298","CXCL16"
"299","ZMYND15"
"300","GLTPD2"
"301","VMO1"
"302","PSMB6"
"303","PLD2"
"304","RP11-81A22.5"
"305","MINK1"
"306","CTD-2350C19.1"
"307","CTD-2350C19.2"
"308","SLC46A1"
"309","PIGS"
"310","UNC119"
"311","RP11-192H23.4"
"312","RP11-192H23.6"
"313","RP11-192H23.8"
"314","SGK494"
"315","SPAG5-AS1"
"316","KIAA0100"
"317","PROCA1"
"318","RAB34"
"319","RPL23A"
"320","SNORD42B"
"321","AC010761.8"
"322","SNORD4A"
"323","AC010761.14"
"324","NEK8"
"325","SNORD42A"
"326","SNORD4B"
"327","TLCD1"
"328","DHRS13"
"329","FLOT2"
"330","RP11-20B24.4"
"331","RP11-20B24.7"
"332","PHF12"
"333","PIPOX"
"334","SEZ6"
"335","MTMR4"
"336","RP11-112H10.4"
"337","DHRS11"
"338","MRM1"
"339","HOXB3"
"340","HOXB4"
"341","MIR10A"
"342","HOXB-AS3"
"343","HOXB5"
"344","HOXB6"
"345","HOXB8"
"346","HOXB9"
"347","HOXB-AS4"
"348","MIR3185"
"349","PRAC1"
"350","PRAC2"
"351","HOXB13"
"352","CTD-2377D24.4"
"353","RP11-332H18.4"
"354","RP11-332H18.5"
"355","TBX2"
"356","TBX4"
"357","CBX2"
"358","CBX8"
"359","RP11-353N14.1"
"360","AC100791.2"
"361","RP11-353N14.2"
"362","RP11-1055B8.6"
"363","RP11-1055B8.7"
"364","CTD-2267D19.4"
"365","GJD3"
"366","TOP2A"
"367","NXPH3"
"368","RP5-1029K10.2"
"369","RP5-1029K10.4"
"370","SLC35B1"
"371","FAM117A"
"372","KAT7"
"373","DLX3"
"374","RP11-1094H24.3"
"375","ABCC3"
"376","CTB-22K21.2"
"377","ANKRD40"
"378","LUC7L3"
"379","WFIKKN2"
"380","TMEM241"
"381","RIOK3"
"382","RNU6-346P"
"383","SPC24"
"384","DOCK6"
"385","KANK2"
"386","TSPAN16"
"387","EPOR"
"388","ELAVL3"
"389","ZNF653"
"390","ADCK4"
"391","RNU6-195P"
"392","BCKDHA"
"393","CTC-435M10.10"
"394","EXOSC5"
"395","CEACAM21"
"396","CCDC97"
"397","CTC-435M10.3"
"398","TGFB1"
"399","TMEM91"
"400","B9D2"
"401","B3GNT8"
"402","CTC-435M10.6"
"403","ATP5SL"
"404","C19orf69"
"405","AC011526.1"
"406","AC074212.3"
"407","AC074212.5"
"408","AC074212.6"
"409","SIX5"
"410","DMWD"
"411","FOXA3"
"412","SYMPK"
"413","CCDC61"
"414","NOVA2"
"415","CA11"
"416","DBP"
"417","SEC1P"
"418","ZNF329"
"419","ZNF345"
"420","ZNF790"
"421","ZNF585A"
"422","AC003002.6"
"423","AC004076.7"
"424","ZNF548"
"425","AC004076.9"
"426","VN1R1"
"427","ZNF550"
"428","ZNF134"
"429","GEN1"
"430","SMC6"
"431","RDH14"
"432","NT5C1B"
"433","RNU6-1215P"
"434","NT5C1B-RDH14"
"435","OSR1"
"436","GDF7"
"437","MAPRE3"
"438","EMILIN1"
"439","KHK"
"440","MXD1"
"441","SNRNP27"
"442","AC022201.5"
"443","SNRPG"
"444","FAM136A"
"445","MOB1A"
"446","TGOLN2"
"447","MAT2A"
"448","GGCX"
"449","VAMP8"
"450","VAMP5"
"451","RNF181"
"452","TMEM150A"
"453","USP39"
"454","C2orf68"
"455","TMEM131"
"456","AC092675.4"
"457","CNGA3"
"458","AC092675.3"
"459","LINC01158"
"460","POU3F3"
"461","RP11-13J10.1"
"462","AC009487.4"
"463","AC009487.5"
"464","SLC4A10"
"465","AC007405.8"
"466","GAD1"
"467","DLX1"
"468","AC104801.1"
"469","DLX2"
"470","AC018470.1"
"471","SP9"
"472","AC096649.4"
"473","LINC01116"
"474","LINC01117"
"475","C2orf47"
"476","TYW5"
"477","NKX2-2-AS1"
"478","NKX2-2"
"479","CTSA"
"480","NEURL2"
"481","PCIF1"
"482","TSPEAR-AS1"
"483","ADORA2A"
"484","UPB1"
"485","NEFH"
"486","RFPL1S"
"487","THOC5"
"488","NIPSNAP1"
"489","NF2"
"490","RP1-102K2.6"
"491","LIF"
"492","RP1-102K2.8"
"493","GATSL3"
"494","RP1-130H16.18"
"495","TBC1D10A"
"496","SEC14L2"
"497","RP4-539M6.19"
"498","SEC14L3"
"499","SEC14L4"
"500","NUP210"
"501","HDAC11-AS1"
"502","HDAC11"
"503","U8"
"504","CCDC71"
"505","KLHDC8B"
"506","QARS"
"507","QRICH1"
"508","BSN-AS2"
"509","BSN"
"510","BSN-AS1"
"511","APEH"
"512","AMIGO3"
"513","GMPPB"
"514","RNF123"
"515","IP6K1"
"516","RP13-1056D16.2"
"517","AC139451.1"
"518","CDHR4"
"519","FAM212A"
"520","MIR5193"
"521","UBA7"
"522","TRAIP"
"523","RBM6"
"524","RBM5"
"525","ZIC1"
"526","ZIC4"
"527","AC092958.1"
"528","KCNAB1"
"529","VN2R1P"
"530","LXN"
"531","THAP6"
"532","G3BP2"
"533","USO1"
"534","NAAA"
"535","RP11-630D6.5"
"536","SDAD1"
"537","HNRNPD"
"538","RP11-127B20.3"
"539","DCHS2"
"540","PLRG1"
"541","FGG"
"542","RP11-19O2.1"
"543","CTD-2024P10.1"
"544","RAI14"
"545","CTC-498J12.3"
"546","CCNB1"
"547","RN7SL103P"
"548","SNORA50"
"549","CENPH"
"550","CDK7"
"551","OCLN"
"552","RP11-241G9.3"
"553","RNU6-724P"
"554","CARTPT"
"555","CTD-2201I18.1"
"556","THBS4"
"557","SPZ1"
"558","ZFYVE16"
"559","TMEM167A"
"560","XRCC4"
"561","SHROOM1"
"562","PCDHA2"
"563","PCDHA3"
"564","PCDHA4"
"565","PCDHA5"
"566","PCDHA6"
"567","PCDHGB1"
"568","PCDHGA7"
"569","PCDHA7"
"570","PCDHA8"
"571","PCDHA9"
"572","AC005609.1"
"573","PCDHA10"
"574","PCDHA14"
"575","PCDHB7"
"576","PCDHB16"
"577","PCDHGA3"
"578","CTD-2024I7.13"
"579","DIAPH1"
"580","ZMAT2"
"581","PCDHB10"
"582","PCDHB9"
"583","PCDHB11"
"584","PCDHB12"
"585","PCDHB13"
"586","PCDHB14"
"587","PCDHB18"
"588","PCDHGA2"
"589","PCDHGB4"
"590","PCDHGA10"
"591","PCDHGA11"
"592","PCDHGB7"
"593","PCDHGC4"
"594","PCDHGC5"
"595","AC008781.7"
"596","PCDH1"
"597","KIAA0141"
"598","PCDH12"
"599","RNF14"
"600","GNPDA1"
"601","SLC36A2"
"602","AC034205.1"
"603","NRN1"
"604","BMP6"
"605","BLOC1S5"
"606","BLOC1S5-TXNDC5"
"607","SLC35B3"
"608","GCM2"
"609","RP11-637O19.2"
"610","SYCP2L"
"611","HIST2H2AA3"
"612","HIST2H2BD"
"613","HIST2H2AA4"
"614","HIST2H2BC"
"615","HIST1H2AB"
"616","HIST1H1C"
"617","HIST1H1E"
"618","HIST1H2BD"
"619","HIST1H1PS1"
"620","HIST1H4D"
"621","HIST1H4G"
"622","HIST1H2APS4"
"623","HIST1H2BI"
"624","HIST1H3G"
"625","HIST1H4H"
"626","ABT1"
"627","HIST1H2AG"
"628","HIST1H2BJ"
"629","HIST1H4I"
"630","HIST1H2AH"
"631","HIST1H2BK"
"632","MIR3143"
"633","HIST1H2AI"
"634","HIST1H2BL"
"635","HIST1H4PS1"
"636","HIST1H3H"
"637","HIST1H4J"
"638","HIST1H4K"
"639","HIST1H2AK"
"640","HIST1H2BN"
"641","HIST1H2AL"
"642","HIST1H2BPS2"
"643","HIST1H1B"
"644","HIST1H3I"
"645","HIST1H4L"
"646","HIST1H2AM"
"647","HIST1H3J"
"648","HIST1H2BO"
"649","HIST1H4C"
"650","ZNF184"
"651","RP1-313I6.12"
"652","ZNF165"
"653","ZSCAN16"
"654","ZKSCAN8"
"655","ZKSCAN3"
"656","ZSCAN31"
"657","ZSCAN12"
"658","GABBR1"
"659","SUMO2P1"
"660","MOG"
"661","ZNRD1-AS1"
"662","ZNRD1"
"663","PPP1R11"
"664","TRIM31-AS1"
"665","TRIM31"
"666","AL662800.2"
"667","C6orf136"
"668","DPCR1"
"669","HCG21"
"670","MIR1236"
"671","KIFC1"
"672","LEMD2"
"673","LRRC73"
"674","POLR1C"
"675","YIPF3"
"676","PSORS1C1"
"677","POU5F1"
"678","MCCD1"
"679","RPL15P4"
"680","DDX39B"
"681","SNORD117"
"682","DDX39B-AS1"
"683","LTB"
"684","APOM"
"685","BAG6"
"686","C6orf47-AS1"
"687","C6orf47"
"688","CSNK2B"
"689","CSNK2B-LY6G5B-1181"
"690","GPANK1"
"691","LY6G5B"
"692","C6orf25"
"693","DDAH2"
"694","LY6G6C"
"695","LY6G6D"
"696","CLIC1"
"697","MSH5"
"698","MSH5-SAPCD1"
"699","RNU6-850P"
"700","SAPCD1-AS1"
"701","SAPCD1"
"702","VWA7"
"703","VARS"
"704","LSM2"
"705","HSPA1A"
"706","HSPA1L"
"707","C6orf48"
"708","HSPA1B"
"709","SNORD48"
"710","SNORD52"
"711","NEU1"
"712","ATF6B"
"713","TNXB"
"714","AGPAT1"
"715","RNF5"
"716","ABHD16A"
"717","LY6G5C"
"718","MIR4646"
"719","BRD2"
"720","BRD2-IT1"
"721","RNU6-890P"
"722","PEX6"
"723","SLC22A7"
"724","ABCB5"
"725","NFE2L3"
"726","AC004540.4"
"727","EVX1-AS"
"728","EVX1"
"729","UNCX"
"730","SP8"
"731","CBX3"
"732","HNRNPA2B1"
"733","RP1-170O19.17"
"734","IGF2BP3"
"735","MIR148A"
"736","HOXA3"
"737","HOXA5"
"738","HOXA6"
"739","HOXA-AS3"
"740","RP1-170O19.22"
"741","RP1-170O19.23"
"742","HOXA10-AS"
"743","HOXA9"
"744","MIR196B"
"745","AC008060.8"
"746","EN2"
"747","AC008060.5"
"748","HOTAIRM1"
"749","HOXA1"
"750","HOTTIP"
"751","HOXA13"
"752","RP1-170O19.14"
"753","DPY19L1"
"754","MIR591"
"755","RNU7-188P"
"756","AC004458.1"
"757","C7orf76"
"758","SHFM1"
"759","DLX6-AS1"
"760","DLX6-AS2"
"761","DLX6"
"762","RP5-1101C3.1"
"763","EPHB6"
"764","C7orf34"
"765","KEL"
"766","TRPV5"
"767","OR9A2"
"768","AC073342.1"
"769","TAS2R40"
"770","GSTK1"
"771","TMEM139"
"772","AC073342.12"
"773","CASP2"
"774","RN7SL535P"
"775","CLCN1"
"776","FAM131B"
"777","RP11-563K23.1"
"778","TAS2R60"
"779","PINX1"
"780","RP11-177H2.2"
"781","SOX7"
"782","CCDC25"
"783","ESCO2"
"784","RNU6-1276P"
"785","MAK16"
"786","XKR6"
"787","FAM167A"
"788","BLK"
"789","RP11-148O21.3"
"790","RP11-148O21.6"
"791","RP11-148O21.2"
"792","RP11-148O21.4"
"793","CTSB"
"794","DEFB136"
"795","LOXL2"
"796","CTC-756D1.2"
"797","ENTPD4"
"798","SLC25A37"
"799","FP15737"
"800","NKX3-1"
"801","STC1"
"802","ADAM7"
"803","RP11-723D22.3"
"804","TACC1"
"805","PLEKHA2"
"806","ZCCHC6"
"807","SPIN1"
"808","NXNL2"
"809","C9orf47"
"810","S1PR3"
"811","CKS2"
"812","MIR3153"
"813","SECISBP2"
"814","MRPL50"
"815","ZNF189"
"816","FAM129B"
"817","FPGS"
"818","RP11-228B15.4"
"819","C1orf174"
"820","LINC01134"
"821","RNU6-48P"
"822","RP11-4K3__A.5"
"823","AL136115.1"
"824","TXLNA"
"825","LCK"
"826","SFPQ"
"827","PSMB2"
"828","AGO4"
"829","MEAF6"
"830","RP11-420K8.1"
"831","KDM4A"
"832","RP4-677H15.4"
"833","SRSF11"
"834","ZRANB2-AS2"
"835","ZRANB2"
"836","AK5"
"837","DNAJB4"
"838","FUBP1"
"839","GIPC2"
"840","IFI44L"
"841","IFI44"
"842","ZNF644"
"843","ALG14"
"844","RN7SKP285"
"845","RNPC3"
"846","RP11-153F1.1"
"847","BOLA1"
"848","HIST2H2AB"
"849","HIST2H2AC"
"850","AL591704.7"
"851","S100A8"
"852","S100A7A"
"853","S100A2"
"854","SNAPIN"
"855","GATAD2B"
"856","C1orf43"
"857","HAX1"
"858","DPM3"
"859","HMGN2P18"
"860","RNU7-150P"
"861","CLK2"
"862","HCN3"
"863","RNU6-1297P"
"864","ASH1L-AS1"
"865","ASH1L"
"866","RP11-29H23.7"
"867","DAP3"
"868","YY1AP1"
"869","RAB25"
"870","HDGF"
"871","LAD1"
"872","TNNT2"
"873","RP11-134G8.2"
"874","TNNI1"
"875","ZBED6"
"876","ZC3H11A"
"877","MDM4"
"878","NVL"
"879","RNU6-1008P"
"880","RP11-365O16.5"
"881","MIR5008"
"882","WNT9A"
"883","WNT3A"
"884","ARF1"
"885","C1orf35"
"886","MIR3620"
"887","FAM96AP2"
"888","MRPL55"
"889","OBSCN"
"890","TRIM17"
"891","RNF187"
"892","ZMYND11"
"893","TAF3"
"894","RP3-323N1.2"
"895","CISD1"
"896","IPMK"
"897","AL731568.1"
"898","PLAC9"
"899","TSPAN14"
"900","GHITM"
"901","RP11-338I21.1"
"902","ERLIN1"
"903","CWF19L1"
"904","RNU6-422P"
"905","BLOC1S2"
"906","PKD2L1"
"907","RP11-34D15.2"
"908","SCD"
"909","FAM178A"
"910","RP11-179B2.2"
"911","NT5C2"
"912","EDRF1"
"913","RP11-383C5.4"
"914","RP11-383C5.5"
"915","FANK1-AS1"
"916","FANK1"
"917","BNIP3"
"918","C10orf91"
"919","INPP5A"
"920","TUBGCP2"
"921","ZNF511"
"922","IFITM2"
"923","IFITM5"
"924","RP11-326C3.4"
"925","C11orf58"
"926","SOX6"
"927","DBX1"
"928","ARL14EP"
"929","AC108456.1"
"930","ELP4"
"931","IMMP1L"
"932","PAX6"
"933","RCN1"
"934","FOLR1"
"935","ALG9"
"936","C11orf52"
"937","CRYAB"
"938","DIXDC1"
"939","RNA5SP351"
"940","DLAT"
"941","C11orf57"
"942","PIH1D2"
"943","IL18"
"944","AP002884.1"
"945","AP002884.2"
"946","PLET1"
"947","TMPRSS5"
"948","CLDN25"
"949","ZBTB16"
"950","NNMT"
"951","C11orf71"
"952","RBM7"
"953","RP11-212D19.4"
"954","TBRG1"
"955","RP11-1007G5.2"
"956","ETS1"
"957","VWF"
"958","LTBR"
"959","SCNN1A"
"960","CD27"
"961","VAMP1"
"962","MRPL51"
"963","NCAPD2"
"964","SCARNA10"
"965","GAPDH"
"966","RP5-940J5.3"
"967","IFFO1"
"968","RP5-940J5.8"
"969","CBX5"
"970","HNRNPA1"
"971","RP11-968A15.8"
"972","COPZ1"
"973","NFE2"
"974","MYO1A"
"975","TAC3"
"976","STAC3"
"977","INHBC"
"978","R3HDM2"
"979","RP11-756H6.1"
"980","ARHGAP9"
"981","MARS"
"982","OS9"
"983","AGAP2-AS1"
"984","RP11-571M6.7"
"985","RP11-571M6.8"
"986","RNU6ATAC42P"
"987","C12orf29"
"988","C12orf50"
"989","NR2C1"
"990","FGD6"
"991","VEZT"
"992","RP11-536G4.2"
"993","SNRPF"
"994","RP11-181C3.1"
"995","TMPO-AS1"
"996","TMPO"
"997","SLC25A3"
"998","SNORA53"
"999","APAF1"
"1000","IKBIP"
"1001","GLT8D2"
"1002","HCFC2"
"1003","CKAP4"
"1004","TCP11L2"
"1005","ORAI1"
"1006","ZNF140"
"1007","LCP1"
"1008","LRRC63"
"1009","MIR16-1"
"1010","PRMT5-AS1"
"1011","RBM23"
"1012","LRRC16B"
"1013","FITM1"
"1014","EMC9"
"1015","PSME1"
"1016","PSME2"
"1017","RP11-468E2.5"
"1018","RP11-468E2.4"
"1019","CHMP4A"
"1020","NEDD8"
"1021","NEDD8-MDP1"
"1022","RABGGTA"
"1023","NFATC4"
"1024","NID2"
"1025","ACTR10"
"1026","ARID4A"
"1027","C14orf37"
"1028","RP11-349A22.5"
"1029","KIAA0586"
"1030","TIMM9"
"1031","DHRS7"
"1032","VTI1B"
"1033","ISCA2"
"1034","NPC2"
"1035","GTF2A1"
"1036","GALC"
"1037","GPR65"
"1038","RNU4-92P"
"1039","RNU6-966P"
"1040","RNU6-953P"
"1041","MIR147B"
"1042","HMGN2P46"
"1043","SLC30A4"
"1044","SNORA41"
"1045","BLOC1S6"
"1046","RP11-96O20.4"
"1047","NPW"
"1048","RN7SL219P"
"1049","SLC9A3R2"
"1050","ZNF598"
"1051","RAB26"
"1052","RP11-304L19.5"
"1053","SNORD60"
"1054","AMDHD2"
"1055","ATP6C"
"1056","ATP6V0C"
"1057","RP11-77H9.8"
"1058","USP7"
"1059","C16orf72"
"1060","CMTM1"
"1061","CMTM3"
"1062","CMTM4"
"1063","DYNC1LI2"
"1064","RP11-61A14.4"
"1065","PDP2"
"1066","C16orf86"
"1067","ENKD1"
"1068","CENPT"
"1069","NUTF2"
"1070","THAP11"
"1071","PSKH1"
"1072","CTRL"
"1073","DPEP3"
"1074","DPEP2"
"1075","AC130462.1"
"1076","ZFP90"
"1077","RNU6-898P"
"1078","WWP2"
"1079","DPH1"
"1080","HIC1"
"1081","MIR132"
"1082","MIR212"
"1083","OVCA2"
"1084","RP11-667K14.3"
"1085","RP11-667K14.4"
"1086","RP11-849F2.7"
"1087","RPL26"
"1088","AC000003.1"
"1089","GAS7"
"1090","SLFN12"
"1091","AC087491.2"
"1092","PPP1R1B"
"1093","MIEN1"
"1094","GRB7"
"1095","IKZF3"
"1096","ZPBP2"
"1097","GSDMB"
"1098","ORMDL3"
"1099","MSL1"
"1100","TNS4"
"1101","CCR7"
"1102","COL1A1"
"1103","LRRC59"
"1104","TOB1"
"1105","RP11-700H6.1"
"1106","RP11-700H6.2"
"1107","MIR4741"
"1108","RBBP8"
"1109","RP11-739L10.1"
"1110","C18orf8"
"1111","NPC1"
"1112","ALKBH7"
"1113","GTF2F1"
"1114","PSPN"
"1115","INSR"
"1116","CD209"
"1117","RPL21P129"
"1118","HNRNPM"
"1119","CTD-2369P2.4"
"1120","ICAM1"
"1121","MRPL4"
"1122","CTD-2369P2.8"
"1123","ICAM4"
"1124","KRI1"
"1125","CDKN2D"
"1126","AC011475.1"
"1127","SLC44A2"
"1128","ILF3-AS1"
"1129","ILF3"
"1130","C19orf80"
"1131","RN7SL298P"
"1132","LYL1"
"1133","NACC1"
"1134","TRMT1"
"1135","ARMC6"
"1136","SUGP2"
"1137","HAPLN4"
"1138","TM6SF2"
"1139","MAU2"
"1140","SUGP1"
"1141","ZNF461"
"1142","CTD-2293H3.2"
"1143","ZNF420"
"1144","ZNF527"
"1145","CTD-2554C21.2"
"1146","ZNF573"
"1147","MAP4K1"
"1148","EIF3K"
"1149","HNRNPL"
"1150","IFNL2"
"1151","IFNL4P1"
"1152","AC006129.4"
"1153","LYPD5"
"1154","ZNF283"
"1155","ZNF221"
"1156","ZNF155"
"1157","RP11-15A1.7"
"1158","ZNF230"
"1159","AC067968.3"
"1160","ZNF222"
"1161","ZNF223"
"1162","AC084219.4"
"1163","ZNF225"
"1164","ZNF227"
"1165","ZNF233"
"1166","ZNF235"
"1167","CTC-512J12.4"
"1168","ZNF229"
"1169","NTN5"
"1170","DKKL1"
"1171","TEAD2"
"1172","SHANK1"
"1173","SYT3"
"1174","SIGLEC19P"
"1175","SIGLEC7"
"1176","ZNF577"
"1177","RNU6-698P"
"1178","CACNG8"
"1179","AC010492.5"
"1180","AC098789.1"
"1181","RNU6-1307P"
"1182","AC008984.5"
"1183","AC008984.7"
"1184","AC010518.3"
"1185","LILRA3"
"1186","LILRA2"
"1187","LILRB1"
"1188","CTB-61M7.1"
"1189","KIR2DL4"
"1190","KIR3DL1"
"1191","KIR3DL3"
"1192","FCAR"
"1193","NCR1"
"1194","ZNF784"
"1195","CCDC106"
"1196","U2AF2"
"1197","NLRP9"
"1198","RN7SKP109"
"1199","NLRP8"
"1200","AC006116.1"
"1201","ZNF582-AS1"
"1202","ZNF582"
"1203","ZNF583"
"1204","ZNF667-AS1"
"1205","ZNF667"
"1206","AC005498.3"
"1207","AC005498.4"
"1208","ZFP28"
"1209","AC007228.11"
"1210","ZNF470"
"1211","USP29"
"1212","CTC-360J11.5"
"1213","CTC-360J11.6"
"1214","DUXA"
"1215","ZIM3"
"1216","CTC-444N24.6"
"1217","ZNF460"
"1218","ZNF543"
"1219","ZNF17"
"1220","ZNF749"
"1221","AC003005.2"
"1222","ZNF772"
"1223","ZIK1"
"1224","ZNF416"
"1225","AC003682.16"
"1226","ZNF211"
"1227","CTD-2583A14.11"
"1228","CTD-2583A14.8"
"1229","ZNF587"
"1230","ZNF814"
"1231","CTD-3138B18.4"
"1232","ZNF544"
"1233","ZSCAN22"
"1234","CTD-2619J13.3"
"1235","CTD-2619J13.8"
"1236","RNA5SP473"
"1237","ZNF497"
"1238","ZNF324"
"1239","TMEM214"
"1240","TRIM54"
"1241","AC074117.10"
"1242","GTF3C2"
"1243","SPRED2"
"1244","ETAA1"
"1245","FIGLA"
"1246","AC007040.11"
"1247","AC007040.6"
"1248","TEX261"
"1249","MTHFD2"
"1250","ELMOD3"
"1251","RETSAT"
"1252","RP11-717A5.1"
"1253","AC105053.4"
"1254","ST3GAL5"
"1255","POLR1A"
"1256","PTCD3"
"1257","KRCC1"
"1258","RNU7-96P"
"1259","AC092675.1"
"1260","GPD2"
"1261","AC019201.1"
